name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Free Parking,Airport Shuttle (free),Private Parking,Spa,On-site Parking,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi,Laundry,Water Park,Pet Friendly,Outdoor Pool,Indoor Pool,Elevator,Garden,Facilities for Disabled Guests,Bar,Beach nearby,wonderful Fitness Center,Beachfront,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,Private Beach Area,exceptional Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Ocean Style Studio Venice Beach,90292,6,7.7,7.5,7.5,7.9,8.3,6.7,10,8.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
Travelodge by Wyndham Santa Monica,90405,"1,440",8.0,8.5,8,7.9,8.7,7.4,8.4,7.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,(11.8 miles from center)
Westwood Two Bedroom #1,90024,12,9.3,9.6,9.6,9.2,9.4,8.3,10,9.8,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
Ocean Suites - Sunset,90405,23,9.0,8.8,9,8.8,9.3,8.2,8.3,9.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
Ocean Suites - Shell,90405,16,8.9,8.6,8.9,8.8,8.8,8.6,9.7,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
The Kinney - Venice Beach,90292,915,8.6,9.1,9,8.5,8.9,7.9,8.2,8.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,(12.4 miles from center)
Amazing Apartment in Santa Monica,90025,27,7.4,7.2,7.5,7.1,7.7,6.7,10,8.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(12.4 miles from center)
2919 Sanborn Avenue,90291,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,(13 miles from center)
The Hollywood Hills Villa,90069,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(8.1 miles from center)
Boutique Citrus Apartments,90028,11,9.1,9.3,9.1,8.9,9.1,9.1,10,9.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Bayside Hotel,90405,"1,387",7.9,8.1,7.9,7.4,8,6.9,7.9,9.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
Downtown Victorian PH 6Beds W Pools,90017,23,7.0,7.3,7.5,6.6,6.5,6.5,9.2,7.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Chinatown City View Apartment,90012,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.9 miles from center)
Venice House on the Canals,90291,11,8.5,7.3,9.1,8,8.3,8.4,10,9.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,(13 miles from center)
Hilgard House Westwood Village,90024,353,8.2,8.2,8.2,7.6,8.7,7.5,8.4,9.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(11.2 miles from center)
West Hollywood Studio,90069,9,9.2,9.7,9.1,10,9.2,8.5,8.8,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(8.1 miles from center)
"HUGE GREAT SUITE. A/C,PARKING,SUPER LOCATION, POOL",90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Steps from Staples/Convention Cntr,90015,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.7 miles from center)
Best Western Royal Palace Inn & Suites,90064,373,8.0,8.3,8.1,7.8,8.6,7.5,8.3,7.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(10.6 miles from center)
Downtown Venus Apartment,90017,67,8.4,8.8,8.7,8.6,8,8,9.1,8.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Marina del Rey Hotel,90292,342,8.6,9.2,9,8.6,8.6,7.7,8.8,8.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,(12.4 miles from center)
*UNBEATABLE LOCATION* Full 2BR apt,90401,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
Beverly Hills 2 bed 2 bath walk to Westfield's Shopping Center,90048,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(7.5 miles from center)
Wonderful Apartment in Los Angeles UCLA *29,90024,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(11.2 miles from center)
The Willow,90038,264,8.0,8.4,8,8.1,7.7,7.8,8.8,8.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(5 miles from center)
Up to 12 people great 2 floor house in Beverlywood,90034,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(8.1 miles from center)
"Sunset Strip 1-Bedroom with Balcony, Pool and Views",90046,6,9.9,10,10,10,9.6,9.6,10,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(7.5 miles from center)
Beautiful DWNT LA Condo - Staples,90017,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
☀ Sunlit Spacious Loft in Trendy DT Arts District,90021,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
★ Beachfront 2-Story Home ★ 3 Baths ★,90292,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(13 miles from center)
The Beverly Hills Chateau,90210,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Hollywood Ultimate Location Apartment,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Popular large 2 bedroom apt. in the Heart of Hollywood,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Contemporary Apartment in Downtown LA,90015,16,7.0,6.7,7.3,7.3,7,6.8,6.3,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.5 miles from center)
Quintessential Venice Beach 3BR Luxury Apartment,90291,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Rochester Apartment in Westwood 18,90024,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
Westwood Apartment 5G06,90024,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(11.2 miles from center)
Hollywood Wonder,90046,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Orange Grove Villa,90046,0,0,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.8 miles from center)
Garden Cottage B&B,90048,37,9.7,9.7,9.6,9.7,9.9,9.3,10,9.8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.8 miles from center)
NEW! LUXURY SUITE with Parking!,90017,6,9.0,8.8,8.8,9.2,9.2,8.8,9.2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
Hollywood Emanuela Apartment,90028,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5 miles from center)
El Royale Hotel - Near Universal Studios Hollywood,91604,"1,022",9.1,9.3,9,8.7,9.6,8.6,9,9.2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(9.3 miles from center)
Clean and Nice Single Room,90037,5,9.3,9,9.5,9,9.5,9.5,9.5,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Urban Downtown LA Floor To Ceiling Penthouse,90015,9,7.5,7,7.8,7.8,7,7.2,10,8.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
36 Story Amazing View Penthouse,90015,7,9.3,9.2,9.2,9.6,8.2,9.6,5,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
"Modern 1 bedroom close to Beverly Hills, Santa Monica & Hollwyood",90034,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(7.5 miles from center)
Dwell At The Beach,90291,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,(13.7 miles from center)
Ocean Suites - Pier,90405,19,8.3,8.7,8.4,7.9,7.9,7.8,8.8,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
Fascinating Studio on Hollywood Blvd,90046,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.8 miles from center)
Elaine's Hollywood Bed & Breakfast,90046,288,9.1,9.1,9,8.9,9.4,8.8,9.6,9.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(6.8 miles from center)
Santa Monica Contemporary,90405,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,(14.3 miles from center)
Hollywood Central Suites,90028,0,0,,,,,,,,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
The Perfect Hollywood Stay,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Perfect Retreat,90068,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Audrey House,90020,18,9.0,8.6,9.3,9,9.5,8.9,10,8.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(2.9 miles from center)
Beautiful remodeled one bedroom sleeps 4 WeHo,90046,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(6.8 miles from center)
Hollywood Blvd Chic Apartment,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Amazing Apartment Hollywood Blvd 2bd/bth,90028,14,9.0,9.3,9.5,8.8,8.6,8.9,10,8.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(5 miles from center)
Downtown LA 5bed Royal Penthouse,90017,9,8.9,8.9,9.5,9.5,7.8,8.9,8.6,6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Downtown Condo with Free Parking,90017,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
"Luxury, Hollywood Modern",90028,12,9.4,9.4,9.6,9.4,9.4,9,9.6,10,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Royal Palace Westwood Hotel,90024,475,8.3,8.4,8.4,7.9,8.2,7.8,8.1,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(11.2 miles from center)
Downtown LA Elegant 2BR Pool Suite,90017,19,8.1,8.2,8.4,8.4,8.2,7.8,9.2,7.9,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Executive Suites,90028,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
⛱Chic Venice 4BR Condo Near Beach W/Parking,90291,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
The Culver Hotel,90232,125,8.9,9.2,9,8.8,9,8.1,9,9.2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(8.7 miles from center)
Downtown Luxe 2-Story Loft,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.5 miles from center)
Freehand Los Angeles,90014,"2,691",8.6,8.9,8.4,8.5,8.8,8.1,8.8,8.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.9 miles from center)
Runway Playa Vista Apt. C223,90094,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
"Comfy Spacious Suite. Superb Location. Pool, Free Parking, A/C",90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Sea Blue Hotel,90401,"1,488",7.9,7.7,7.6,7.1,8.5,6.9,7.6,9.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
Ocean View Hotel,90401,857,8.1,8.5,8.1,7.6,8.5,6.7,7.8,9.2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
East West Comfort: Hollywood Authentic Apartment,90038,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Grove Apartment 482E,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Comforting Hollywood Getaway,90027,11,8.8,8,8.9,8.6,9.6,8.9,9.1,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5 miles from center)
Popular Private luxury Room in shared apartment in Hollywood,90028,14,7.4,7,7.5,7.5,7,6.8,10,8.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(6.2 miles from center)
Charming 1b1b in Hollywood,90027,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5 miles from center)
Abbot Kinney Villa,90291,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(13 miles from center)
"HUGE AND STYLISH 2 BDR APARTMENT, BEST LOCATION IN LA",90036,5,8.7,8,9.5,9,7.5,8.5,9.5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Desert Heaven - Guest House,91604,173,9.8,9.9,9.9,9.8,9.9,9.7,9.9,9.7,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(9.9 miles from center)
Westwood Luxury Living,90024,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(11.2 miles from center)
Light Filled Venice Beach Cottage,90291,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(12.4 miles from center)
Best Location in Los Angeles-(Close to Grove),90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Melorese PH Loft,90048,6,9.0,9.2,9.6,8.8,9.2,7.9,9.6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(7.5 miles from center)
Pink Gem in Silver Lake,90026,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3 miles from center)
Hollywood Olivia Apartment,90028,26,8.0,8,8.1,7.9,8.4,7,8,8.4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5 miles from center)
Hollywood Loft Oasis,90028,36,9.3,9.3,9.1,9.2,9.5,8.8,9.5,9.8,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Miracle Mile/Hancock Park,90019,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(5 miles from center)
"Luxury, Hollywood Experience",90028,12,9.6,9.6,9.4,10,9.8,8.8,10,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Venice Beach House,90291,552,8.9,9.3,8.9,8.5,9.3,8.1,8,9.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(13.7 miles from center)
Los Angeles RoomRentals Harvard Heights,90006,16,8.7,9.1,8.9,9.1,8,9.1,8.1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Vintage Studio in Iconic Hollywood Towers,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
Midvale Apartments 337A,90024,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
Downtown Ultra-Modern 1BR Jump to LA Culture,90017,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(0.9 miles from center)
Oakwood unit B,90004,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Villa Blu - Home Next to Universal Studios!,91602,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(9.3 miles from center)
Four Points by Sheraton Los Angeles Westside,0230 ,376,8.1,8.5,8.3,8.1,8.1,7.5,8.5,8.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.3 miles from center)
The Hollywood Ruby Suite,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Wilshire Motel,90025,84,8.3,8.5,7.8,7.7,8.8,8.1,8.6,8.6,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(12.4 miles from center)
Inn at Venice Beach,90291,530,8.4,8.8,8.4,8,8.9,7.2,8.9,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(13 miles from center)
Apartnent Near The Grove,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Los Angeles 3 Bed Ace Pool Suite,90017,10,9.0,9.5,8.8,9.3,9.5,8.3,10,8.9,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Cozy Apartment To Get Away In Westwood 8,90024,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(11.2 miles from center)
HI Los Angeles - Santa Monica Hostel,90401,"2,968",8.5,8.4,7.9,8.4,8.7,8.1,8.6,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,(14.3 miles from center)
Hollywood Bowl Retro Chic Suite,90068,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Ultimate LA Vacation Hideaway w/ Private Pool,90036,5,8.8,9.5,8.5,8.5,9.5,7,9.5,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Universal Studios Hollywood,91604,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,(9.3 miles from center)
